pathid	pathway	gene
PWY-6475	<i>trans</i>-lycopene biosynthesis	SGL_RS08440
TRIGLSYN-PWY-1	triacylglycerol biosynthesis	SGL_RS09225
TRIGLSYN-PWY-1	triacylglycerol biosynthesis	SGL_RS12400
TRNA-CHARGING-PWY	tRNA charging	SGL_RS16720
TRNA-CHARGING-PWY	tRNA charging	SGL_RS11450
TRNA-CHARGING-PWY	tRNA charging	SGL_RS14665
TRNA-CHARGING-PWY	tRNA charging	SGL_RS06865
TRNA-CHARGING-PWY	tRNA charging	SGL_RS05615
TRNA-CHARGING-PWY	tRNA charging	SGL_RS16980
TRNA-CHARGING-PWY	tRNA charging	SGL_RS11990
TRNA-CHARGING-PWY	tRNA charging	SGL_RS16775
TRNA-CHARGING-PWY	tRNA charging	SGL_RS08775
TRNA-CHARGING-PWY	tRNA charging	SGL_RS04920
TRNA-CHARGING-PWY	tRNA charging	SGL_RS07690
TRNA-CHARGING-PWY	tRNA charging	SGL_RS15335
TRNA-CHARGING-PWY	tRNA charging	SGL_RS05225
TRNA-CHARGING-PWY	tRNA charging	SGL_RS09270
TRNA-CHARGING-PWY	tRNA charging	SGL_RS14135
TRNA-CHARGING-PWY	tRNA charging	SGL_RS11275
TRNA-CHARGING-PWY	tRNA charging	SGL_RS06545
TRNA-CHARGING-PWY	tRNA charging	SGL_RS13330
TRNA-CHARGING-PWY	tRNA charging	SGL_RS14290
TRNA-CHARGING-PWY	tRNA charging	SGL_RS13565
TRNA-CHARGING-PWY	tRNA charging	SGL_RS14365
TRNA-CHARGING-PWY	tRNA charging	SGL_RS10470
TRNA-CHARGING-PWY	tRNA charging	SGL_RS04905
TRNA-CHARGING-PWY	tRNA charging	SGL_RS14215
TRNA-CHARGING-PWY	tRNA charging	SGL_RS03980
TRNA-CHARGING-PWY	tRNA charging	SGL_RS14925
TRNA-CHARGING-PWY	tRNA charging	SGL_RS11745
TRNA-CHARGING-PWY	tRNA charging	SGL_RS08460
TRNA-CHARGING-PWY	tRNA charging	SGL_RS13305
TRNA-CHARGING-PWY	tRNA charging	SGL_RS17255
TRNA-CHARGING-PWY	tRNA charging	SGL_RS10010
TRNA-CHARGING-PWY	tRNA charging	SGL_RS17285
TRNA-CHARGING-PWY	tRNA charging	SGL_RS06495
TRNA-CHARGING-PWY	tRNA charging	SGL_RS17105
TRNA-CHARGING-PWY	tRNA charging	SGL_RS04835
TRNA-CHARGING-PWY	tRNA charging	SGL_RS06995
TRNA-CHARGING-PWY	tRNA charging	SGL_RS03500
TRNA-CHARGING-PWY	tRNA charging	SGL_RS17410
TRNA-CHARGING-PWY	tRNA charging	SGL_RS12370
TRNA-CHARGING-PWY	tRNA charging	SGL_RS13915
TRNA-CHARGING-PWY	tRNA charging	SGL_RS13085
TRNA-CHARGING-PWY	tRNA charging	SGL_RS11770
TRNA-CHARGING-PWY	tRNA charging	SGL_RS08100
TRNA-CHARGING-PWY	tRNA charging	SGL_RS16780
TRNA-CHARGING-PWY	tRNA charging	SGL_RS06225
TRNA-CHARGING-PWY	tRNA charging	SGL_RS03140
TRNA-CHARGING-PWY	tRNA charging	SGL_RS16785
TRNA-CHARGING-PWY	tRNA charging	SGL_RS12035
TRNA-CHARGING-PWY	tRNA charging	SGL_RS13515
TRNA-CHARGING-PWY	tRNA charging	SGL_RS10535
TRNA-CHARGING-PWY	tRNA charging	SGL_RS10560
TRNA-CHARGING-PWY	tRNA charging	SGL_RS03070
TRNA-CHARGING-PWY	tRNA charging	SGL_RS02760
TRNA-CHARGING-PWY	tRNA charging	SGL_RS03370
TRNA-CHARGING-PWY	tRNA charging	SGL_RS09115
TRNA-CHARGING-PWY	tRNA charging	SGL_RS09435
TRNA-CHARGING-PWY	tRNA charging	SGL_RS06935
TRNA-CHARGING-PWY	tRNA charging	SGL_RS12520
TRNA-CHARGING-PWY	tRNA charging	SGL_RS11575
TRNA-CHARGING-PWY	tRNA charging	SGL_RS13470
TRNA-CHARGING-PWY	tRNA charging	SGL_RS09910
TRNA-CHARGING-PWY	tRNA charging	SGL_RS15755
PWY0-1479	tRNA processing	SGL_RS10500
PWY0-1479	tRNA processing	SGL_RS18395
PWY0-1479	tRNA processing	SGL_RS13240
PWY-7892	tRNA-uridine 2-thiolation and selenation (bacteria)	SGL_RS08240
PWY-7892	tRNA-uridine 2-thiolation and selenation (bacteria)	SGL_RS13590
PWY-7892	tRNA-uridine 2-thiolation and selenation (bacteria)	SGL_RS08695
PWY-7892	tRNA-uridine 2-thiolation and selenation (bacteria)	SGL_RS15265
PWY-7344	UDP-&alpha;-D-galactose biosynthesis	SGL_RS03640
PWY-7344	UDP-&alpha;-D-galactose biosynthesis	SGL_RS08980
PWY-7344	UDP-&alpha;-D-galactose biosynthesis	SGL_RS03705
PWY-7343	UDP-&alpha;-D-glucose biosynthesis	SGL_RS11220
PWY-7343	UDP-&alpha;-D-glucose biosynthesis	SGL_RS17740
PWY-5512	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis	SGL_RS08980
PWY-5512	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis	SGL_RS03705
PWY-5512	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis	SGL_RS03640
UDPNAGSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis	SGL_RS16850
UDPNAGSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis	SGL_RS02630
UDPNAGSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis	SGL_RS07655
UDPNAGSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis	SGL_RS10125
PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	SGL_RS13460
PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	SGL_RS17055
PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	SGL_RS10140
PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	SGL_RS17050
PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	SGL_RS07755
PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	SGL_RS08125
PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	SGL_RS16625
PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	SGL_RS07575
PWY-5686-1	UMP biosynthesis	SGL_RS17390
PWY-5686-1	UMP biosynthesis	SGL_RS14530
PWY-5686-1	UMP biosynthesis	SGL_RS10555
PWY-5686-1	UMP biosynthesis	SGL_RS12080
PWY-5686-1	UMP biosynthesis	SGL_RS03805
PWY-5686-1	UMP biosynthesis	SGL_RS12840
PWY-5686-1	UMP biosynthesis	SGL_RS08270
PWY-5686-1	UMP biosynthesis	SGL_RS16405
PWY-5686-1	UMP biosynthesis	SGL_RS17005
PWY-5704	urea degradation II	SGL_RS11790
PWY-5704	urea degradation II	SGL_RS08455
PWY-5704	urea degradation II	SGL_RS04480
PWY-7176	UTP and CTP <i>de novo</i> biosynthesis	SGL_RS12175
PWY-7176	UTP and CTP <i>de novo</i> biosynthesis	SGL_RS12365
PWY-7176	UTP and CTP <i>de novo</i> biosynthesis	SGL_RS10805
PWY-1422	vitamin E biosynthesis (tocopherols)	SGL_RS15355
PWY-1422	vitamin E biosynthesis (tocopherols)	SGL_RS08065
PWY-1422	vitamin E biosynthesis (tocopherols)	SGL_RS11800
PWY-1422	vitamin E biosynthesis (tocopherols)	SGL_RS08070
PWY-1422	vitamin E biosynthesis (tocopherols)	SGL_RS15350
PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	SGL_RS13005
PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	SGL_RS00105
PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	SGL_RS15265
PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	SGL_RS02380
