gene	seqnames	start	end	strand	name	locus	locus_alt	synonyms	product
SLR1415-AS	chromosome	181170	181205	-	slr1415-as	slr1415-as	NA	NA	SLR1415-AS-RNA
SGL_RS02725	chromosome	182354	183298	+	slr1416	slr1416	SGL_RS02725	RS02725	MoxR family ATPase
SLR1417-AS	chromosome	183425	183446	-	slr1417-as	slr1417-as	NA	NA	SLR1417-AS-RNA
SGL_RS02730	chromosome	183493	183849	+	sufA	slr1417	SGL_RS02730	RS02730	iron-sulfur cluster assembly accessory protein SufA
SGL_RS02735	chromosome	183935	184924	-	sll1319	sll1319	SGL_RS02735	RS02735	DMT family transporter
SGL_RS02740	chromosome	184968	185636	-	sll1318	sll1318	SGL_RS02740	RS02740	HAS-barrel domain-containing protein
SGL_RS02745	chromosome	185772	186554	-	sltB1	sll1041	SGL_RS02745	RS02745	lipid ABC transporter ATP-binding protein
SLL1041-AS	chromosome	186054	186152	+	sll1041-as	sll1041-as	NA	NA	SLL1041-AS-RNA
SGL_RS02750	chromosome	186601	188892	-	sll1040	sll1040	SGL_RS02750	RS02750	mechanosensitive ion channel family protein
SGL_RS02755	chromosome	189128	189715	+	folK	slr1093	SGL_RS02755	RS02755	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
NCR0090	chromosome	189725	189852	+	ncr0090	ncr0090	NA	NA	NCR0090-RNA
SGL_RS02760	chromosome	189880	189953	-	SGL_RS02760	SGL_RS02760	NA	RS02760 // ST6803t01	tRNA-Pro
SGL_RS02765	chromosome	190033	190818	+	slr1094	slr1094	SGL_RS02765	RS02765	DUF429 domain-containing protein
SGL_RS02770	chromosome	190815	191819	-	sll1039	sll1039	SGL_RS02770	RS02770	alpha-E domain-containing protein
SGL_RS19750	chromosome	191857	192045	+	SGL_RS19750	SGL_RS19750	NA	RS19750	hypothetical protein
SGL_RS02775	chromosome	192136	192783	+	slr1095	slr1095	SGL_RS02775	RS02775	Uma2 family endonuclease
SGL_RS02780	chromosome	192882	194306	+	lpdA	slr1096	SGL_RS02780	RS02780 // pdhD	dihydrolipoyl dehydrogenase
SGL_RS02785	chromosome	194310	194801	+	slr1097	slr1097	SGL_RS02785	RS02785	CRR6 family NdhI maturation factor
SGL_RS02790	chromosome	194877	195617	+	slr1098	slr1098	SGL_RS02790	RS02790	HEAT repeat domain-containing protein
SGL_RS02795	chromosome	195685	196305	+	ubiX	slr1099	SGL_RS02795	RS02795	flavin prenyltransferase UbiX
SGL_RS19405	chromosome	196424	196564	-	SGL_RS19405	SGL_RS19405	NA	RS19405	hypothetical protein
SGL_RS02800	chromosome	196611	196991	+	slr1100	slr1100	SGL_RS02800	RS02800	hypothetical protein
SGL_RS02805	chromosome	197072	197557	+	slr1101	slr1101	SGL_RS02805	RS02805	universal stress protein
SLR1101-AS	chromosome	197483	197641	-	slr1101-as	slr1101-as	NA	NA	SLR1101-AS-RNA
SGL_RS02810	chromosome	197633	200185	+	slr1102	slr1102	SGL_RS02810	RS02810	GGDEF and EAL domains-containing protein
SLR1102-AS	chromosome	197762	197824	-	slr1102-as	slr1102-as	NA	NA	SLR1102-AS-RNA
SLR1102-AS2	chromosome	198819	199396	-	slr1102-as2	slr1102-as2	NA	NA	SLR1102-AS2-RNA
SGL_RS02815	chromosome	200405	202525	+	slr1103	slr1103	SGL_RS02815	RS02815	GGDEF and EAL domains-containing protein
SLR1103-AS	chromosome	200770	200839	-	slr1103-as	slr1103-as	NA	NA	SLR1103-AS-RNA
SGL_RS02820	chromosome	202554	204395	+	slr1104	slr1104	SGL_RS02820	RS02820	GGDEF and EAL domains-containing protein
NCL0050	chromosome	204417	204504	-	ncl0050	ncl0050	NA	NA	NCL0050-RNA
SGL_RS02825	chromosome	204604	206397	+	bipA	slr1105	SGL_RS02825	RS02825 // typA	50S ribosomal subunit assembly factor BipA
SGL_RS02830	chromosome	206650	206853	-	SGL_RS02830	SGL_RS02830	NA	RS02830	hypothetical protein
SGL_RS02835	chromosome	206863	208392	-	sll1037	sll1037	SGL_RS02835	RS02835	TAXI family TRAP transporter solute-binding subunit
SLL1037-AS	chromosome	206958	207099	+	sll1037-as	sll1037-as	NA	NA	SLL1037-AS-RNA
SGL_RS02840	chromosome	208549	209427	-	sll1036	sll1036	SGL_RS02840	RS02840	MBL fold metallo-hydrolase
SGL_RS02845	chromosome	209527	209826	-	ssl2009	ssl2009	SGL_RS02845	RS02845	thylakoid membrane protein
SGL_RS02850	chromosome	209896	210546	-	upp	sll1035	SGL_RS02850	RS02850	uracil phosphoribosyltransferase
SLL1035-AS	chromosome	210073	210129	+	sll1035-as	sll1035-as	NA	NA	SLL1035-AS-RNA
SGL_RS02855	chromosome	210781	211629	+	slr1106	slr1106	SGL_RS02855	RS02855	SPFH domain-containing protein
SGL_RS02860	chromosome	211734	213068	+	slr1107	slr1107	SGL_RS02860	RS02860	hypothetical protein
SLR1107-AS	chromosome	211813	211861	-	slr1107-as	slr1107-as	NA	NA	SLR1107-AS-RNA
SGL_RS02865	chromosome	213031	215037	-	ppm3	sll1033	SGL_RS02865	RS02865	protein-serine/protein-tyrosine phosphatase
SLL1033-AS	chromosome	214613	214690	+	sll1033-as	sll1033-as	NA	NA	SLL1033-AS-RNA
NCL0060	chromosome	215186	215217	-	ncl0060	ncl0060	NA	NA	NCL0060-RNA
NCR0100	chromosome	215356	215449	+	ncr0100	ncr0100	NA	NA	NCR0100-RNA
SGL_RS02870	chromosome	215504	216229	-	ccmN	sll1032	SGL_RS02870	RS02870	carboxysome assembly protein CcmN
SGL_RS02875	chromosome	216264	218273	-	ccmM	sll1031	SGL_RS02875	RS02875	carboxysome assembly protein CcmM
SGL_RS02880	chromosome	218407	218709	-	ccmL	sll1030	SGL_RS02880	RS02880	carboxysome pentamer-forming shell protein (BMC-P) CcmL
SGL_RS02885	chromosome	218742	219077	-	ccmK2	sll1028	SGL_RS02885	RS02885	carboxysome hexamer-forming shell protein (BMC-H) CcmK2
SLL1028-AS	chromosome	218856	218973	+	sll1028-as	sll1028-as	NA	NA	SLL1028-AS-RNA
SGL_RS02890	chromosome	219206	219517	-	ccmK1	sll1029	SGL_RS02890	RS02890	carboxysome hexamer-forming shell protein (BMC-H) CcmK1
NCL0070	chromosome	219803	219825	-	ncl0070	ncl0070	NA	NA	NCL0070-RNA
SLL1027-AS	chromosome	219884	220152	+	sll1027-as	sll1027-as	NA	NA	SLL1027-AS-RNA
SGL_RS02895	chromosome	219979	221463	-	gltD	sll1027	SGL_RS02895	RS02895	glutamate synthase small subunit
SGL_RS02900	chromosome	221742	223067	+	slr1109	slr1109	SGL_RS02900	RS02900	ankyrin repeat domain-containing protein
SGL_RS02905	chromosome	223114	223596	+	slr1110	slr1110	SGL_RS02905	RS02905	Tab2/Atab2 family RNA-binding protein
SGL_RS02910	chromosome	223742	224806	+	slr1772	slr1772	SGL_RS02910	RS02910	linear amide C-N hydrolase
SGL_RS02915	chromosome	224897	226363	-	sll1686	sll1686	SGL_RS02915	RS02915	TM0106 family RecB-like putative nuclease
SLL1686-AS	chromosome	226341	226401	+	sll1686-as	sll1686-as	NA	NA	SLL1686-AS-RNA
SGL_RS19550	chromosome	226928	227098	+	ssr2972	ssr2972	SGL_RS19550	RS19550	hypothetical protein
SGL_RS02920	chromosome	227123	227899	+	slr1773	slr1773	SGL_RS02920	RS02920	DUF2092 domain-containing protein
SGL_RS02925	chromosome	227943	228812	+	slr1774	slr1774	SGL_RS02925	RS02925	DUF6515 family protein
SGL_RS02930	chromosome	228866	230566	+	sulP	slr1776	SGL_RS02930	RS02930	SulP family inorganic anion transporter
SLR1776-AS	chromosome	229112	229159	-	slr1776-as	slr1776-as	NA	NA	SLR1776-AS-RNA
SLR1776-AS2	chromosome	229692	229855	-	slr1776-as2	slr1776-as2	NA	NA	SLR1776-AS2-RNA
SGL_RS02935	chromosome	230658	231839	-	sll1685	sll1685	SGL_RS02935	RS02935	proton extrusion protein PcxA
SLL1685-AS	chromosome	231656	231706	+	sll1685-as	sll1685-as	NA	NA	SLL1685-AS-RNA
SGL_RS02940	chromosome	232008	234038	+	chlD	slr1777	SGL_RS02940	RS02940 // bchD	magnesium chelatase ATPase subunit D
SGL_RS02945	chromosome	234120	234308	+	ssr2975	ssr2975	SGL_RS02945	RS02945	hypothetical protein
SGL_RS02950	chromosome	234305	234838	+	slr1778	slr1778	SGL_RS02950	RS02950	hypothetical protein
SGL_RS02955	chromosome	234905	236356	-	cad	sll1683	SGL_RS02955	RS02955	lysine decarboxylase
SGL_RS02960	chromosome	236356	237438	-	ald	sll1682	SGL_RS02960	RS02960	alanine dehydrogenase
SGL_RS02965	chromosome	237600	238325	+	pdxJ	slr1779	SGL_RS02965	RS02965	pyridoxine 5'-phosphate synthase
SGL_RS02970	chromosome	238344	238745	+	slr1780	slr1780	SGL_RS02970	RS02970	magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase auxiliary factor
SLR1780-AS	chromosome	238358	238430	-	slr1780-as	slr1780-as	NA	NA	SLR1780-AS-RNA
SGL_RS02975	chromosome	238804	240198	-	sll1681	sll1681	SGL_RS02975	RS02975	transglutaminase domain-containing protein
SLL1681-AS	chromosome	239926	240059	+	sll1681-as	sll1681-as	NA	NA	SLL1681-AS-RNA
SGL_RS02980	chromosome	240299	240829	-	msrB	sll1680	SGL_RS02980	RS02980	peptide-methionine (R)-S-oxide reductase MsrB
SGL_RS02985	chromosome	240863	242047	-	hhoA	sll1679	SGL_RS02985	RS02985 // degQ	heat-shock peptidase HhoA monomer
SLL1679-AS	chromosome	241976	242025	+	sll1679-as	sll1679-as	NA	NA	SLL1679-AS-RNA
SLR1783-AS2	chromosome	242384	242476	-	slr1783-as2	slr1783-as2	NA	NA	SLR1783-AS2-RNA
SGL_RS02990	chromosome	242399	243094	+	rre1	slr1783	SGL_RS02990	RS02990 // ycf29	phosphorylated Rre1 // response regulator Rre1
SLR1783-AS	chromosome	242496	242561	-	slr1783-as	slr1783-as	NA	NA	SLR1783-AS-RNA
SGL_RS02995	chromosome	243158	244144	+	bvdR	slr1784	SGL_RS02995	RS02995	biliverdin reductase
SGL_RS03000	chromosome	244160	244708	-	sll1678	sll1678	SGL_RS03000	RS03000	spore maturation protein
SGL_RS03005	chromosome	244783	245394	-	sll1677	sll1677	SGL_RS03005	RS03005	nucleoside recognition domain-containing protein
SLL1677-AS	chromosome	244978	245084	+	sll1677-as	sll1677-as	NA	NA	SLL1677-AS-RNA
SGL_RS03010	chromosome	245502	247019	-	malQ	sll1676	SGL_RS03010	RS03010	4-alpha-glucanotransferase
SGL_RS03015	chromosome	247117	247569	-	sll1675	sll1675	SGL_RS03015	RS03015	VOC family protein
SGL_RS03020	chromosome	247670	248713	+	thiL	slr1787	SGL_RS03020	RS03020	thiamine-phosphate kinase
SLR1788-AS	chromosome	249007	249079	-	slr1788-as	slr1788-as	NA	NA	SLR1788-AS-RNA
SGL_RS03025	chromosome	249062	250117	+	slr1788	slr1788	SGL_RS03025	RS03025	hypothetical protein
SGL_RS03030	chromosome	250160	251641	+	slr1789	slr1789	SGL_RS03030	RS03030	hypothetical protein
SGL_RS03035	chromosome	251758	253116	-	sll1673	sll1673	SGL_RS03035	RS03035	GGDEF domain-containing protein
SGL_RS03040	chromosome	253125	255629	-	hik12	sll1672	SGL_RS03040	RS03040	two-component hybrid sensor and regulator
SLL1672-AS	chromosome	253314	253342	+	sll1672-as	sll1672-as	NA	NA	SLL1672-AS-RNA
SGL_RS03045	chromosome	255823	256359	-	sll1671	sll1671	SGL_RS03045	RS03045	GNAT family N-acetyltransferase
SGL_RS03055	chromosome	256647	257279	+	hemJ	slr1790	SGL_RS03055	RS03055	protoporphyrinogen oxidase monomer
SLR1790-AS2	chromosome	257136	257197	-	slr1790-as2	slr1790-as2	NA	NA	SLR1790-AS2-RNA
SLR1790-AS	chromosome	257137	257159	-	slr1790-as	slr1790-as	NA	NA	SLR1790-AS-RNA
SGL_RS03060	chromosome	257426	258175	+	cysH	slr1791	SGL_RS03060	RS03060	phosphoadenosine phosphosulfate reductase
SGL_RS03065	chromosome	258227	259363	-	hrcA	sll1670	SGL_RS03065	RS03065	heat-inducible transcriptional repressor HrcA
NCL0080	chromosome	259481	259515	-	ncl0080	ncl0080	NA	NA	NCL0080-RNA
SGL_RS03070	chromosome	259560	259644	-	SGL_RS03070	SGL_RS03070	NA	RS03070 // ST6803t02	tRNA-Ser
SLL1669-AS	chromosome	259685	259751	+	sll1669-as	sll1669-as	NA	NA	SLL1669-AS-RNA
SGL_RS03075	chromosome	259702	260271	-	aroK	sll1669	SGL_RS03075	RS03075	shikimate kinase
SGL_RS03080	chromosome	260463	261638	+	tal	slr1793	SGL_RS03080	RS03080	transaldolase
SGL_RS19410	chromosome	261659	261802	-	SGL_RS19410	SGL_RS19410	NA	RS19410	hypothetical protein
SSR2998-AS	chromosome	261821	261844	-	ssr2998-as	ssr2998-as	NA	NA	SSR2998-AS-RNA
SGL_RS03085	chromosome	261863	262060	+	ssr2998	ssr2998	SGL_RS03085	RS03085	cytochrome <i>b</i><sub>6</sub><i>f</i> complex-associated protein
SGL_RS03090	chromosome	262177	263265	+	slr1794	slr1794	SGL_RS03090	RS03090	ArsA family ATPase
SGL_RS03095	chromosome	263321	263965	+	msrA	slr1795	SGL_RS03095	RS03095	peptide-methionine (S)-S-oxide reductase MsrA
SGL_RS03100	chromosome	264190	264477	+	ssr3000	ssr3000	SGL_RS03100	RS03100	DUF2288 domain-containing protein
SGL_RS03105	chromosome	264516	265295	-	sll1667	sll1667	SGL_RS03105	RS03105	tetratricopeptide repeat protein
SLL1667-AS	chromosome	265014	265154	+	sll1667-as	sll1667-as	NA	NA	SLL1667-AS-RNA
SGL_RS03110	chromosome	265414	265938	-	sll1666	sll1666	SGL_RS03110	RS03110	type III DnaJ molecular chaperone
SGL_RS03115	chromosome	265995	266600	+	slr1796	slr1796	SGL_RS03115	RS03115	thylakoid membrane photosystem I accumulation factor
SGL_RS03120	chromosome	266702	268471	-	sll1665	sll1665	SGL_RS03120	RS03120	hypothetical protein
SLL1665-AS	chromosome	266978	267117	+	sll1665-as	sll1665-as	NA	NA	SLL1665-AS-RNA
SGL_RS03125	chromosome	268789	269727	-	sll1664	sll1664	SGL_RS03125	RS03125	glycosyltransferase
SLL1664-AS	chromosome	269104	269150	+	sll1664-as	sll1664-as	NA	NA	SLL1664-AS-RNA
SGL_RS03130	chromosome	269773	270435	-	nblB	sll1663	SGL_RS03130	RS03130	phycobilisome degradation protein NblB
SGL_RS03135	chromosome	270476	271369	-	pheA	sll1662	SGL_RS03135	RS03135	prephenate dehydratase
SGL_RS03140	chromosome	271431	271502	+	SGL_RS03140	SGL_RS03140	NA	RS03140 // ST6803t03	tRNA-Thr
SGL_RS03145	chromosome	271684	273357	+	slr1798	slr1798	SGL_RS03145	RS03145	MASE1 and GGDEF domains-containing protein
SSL3222-AS	chromosome	273497	273599	+	ssl3222-as	ssl3222-as	NA	NA	SSL3222-AS-RNA
SGL_RS19755	chromosome	273522	273761	-	ssl3222	ssl3222	SGL_RS19755	RS19755	hypothetical protein
SGL_RS03155	chromosome	273802	274386	-	sll1660	sll1660	SGL_RS03155	RS03155	HD domain-containing protein
SGL_RS03160	chromosome	274502	275680	-	cofH	sll1659	SGL_RS03160	RS03160	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH
SGL_RS03165	chromosome	275807	276193	-	sll1658	sll1658	SGL_RS03165	RS03165	VOC family protein
SLL1658-AS	chromosome	276304	276384	+	sll1658-as	sll1658-as	NA	NA	SLL1658-AS-RNA
SGL_RS03170	chromosome	276429	278342	+	slr1799	slr1799	SGL_RS03170	RS03170	hypothetical protein
SGL_RS03175	chromosome	278494	279561	+	slr1800	slr1800	SGL_RS03175	RS03175	hypothetical protein
SLR1800-AS2	chromosome	279397	279438	-	slr1800-as2	slr1800-as2	NA	NA	SLR1800-AS2-RNA
SLR1800-AS	chromosome	279444	279502	-	slr1800-as	slr1800-as	NA	NA	SLR1800-AS-RNA
SGL_RS03180	chromosome	279512	280087	-	sll1656	sll1656	SGL_RS03180	RS03180	DUF3611 family protein
SLL1656-AS	chromosome	279944	280060	+	sll1656-as	sll1656-as	NA	NA	SLL1656-AS-RNA
SGL_RS03185	chromosome	280127	280951	-	birA	sll1655	SGL_RS03185	RS03185	biotin--[acetyl-CoA-carboxylase] ligase
SGL_RS03190	chromosome	280970	281443	-	sll1654	sll1654	SGL_RS03190	RS03190	universal stress protein
SLL1654-AS	chromosome	281375	281399	+	sll1654-as	sll1654-as	NA	NA	SLL1654-AS-RNA
SGL_RS03195	chromosome	281507	282223	-	menG	sll1653	SGL_RS03195	RS03195	demethylphylloquinol methyltransferase
SGL_RS19760	chromosome	282290	282541	-	sll1652	sll1652	SGL_RS19760	RS19760	CopG family antitoxin
SGL_RS19765	chromosome	282510	282821	-	sll1651	sll1651	SGL_RS19765	RS19765	BrnT family toxin
SGL_RS03210	chromosome	283060	284487	+	icd	slr1289	SGL_RS03210	RS03210	NADP-dependent isocitrate dehydrogenase monomer
SGL_RS03215	chromosome	284508	285080	+	slr1290	slr1290	SGL_RS03215	RS03215	Uma2 family endonuclease
SLR1290-AS	chromosome	284745	284892	-	slr1290-as	slr1290-as	NA	NA	SLR1290-AS-RNA
SGL_RS03220	chromosome	285144	285938	-	sll1201	sll1201	SGL_RS03220	RS03220	Rpn family recombination-promoting nuclease/putative transposase
SGL_RS03225	chromosome	286164	287843	+	ndhD2	slr1291	SGL_RS03225	RS03225	ferredoxin-plastoquinone oxidoreductase subunit D2
SGL_RS03230	chromosome	287929	289104	-	sll1200	sll1200	SGL_RS03230	RS03230	MFS transporter
SGL_RS03235	chromosome	289322	290845	+	slr1293	slr1293	SGL_RS03235	RS03235	putative carotenoid isomerase
SGL_RS03240	chromosome	290902	291174	+	ssr2142	ssr2142	SGL_RS03240	RS03240	YggT family protein
NCR0130	chromosome	291511	291573	+	ncr0130	ncr0130	NA	NA	NCR0130-RNA
SGL_RS03245	chromosome	291626	292708	+	futA1	slr1295	SGL_RS03245	RS03245 // idiA	iron uptake protein IdiA
SGL_RS03250	chromosome	292790	293485	-	trmD	sll1198	SGL_RS03250	RS03250	tRNA (guanine<small><sup>37</sup></small>-<em>N</em><small><sup>1</sup></small>)-methyltransferase
SGL_RS19555	chromosome	293496	293669	-	ssl2384	ssl2384	SGL_RS19555	RS19555	hypothetical protein
SGL_RS03255	chromosome	293878	294963	-	pfk1	sll1196	SGL_RS03255	RS03255	ATP-dependent 6-phosphofructokinase
SGL_RS03260	chromosome	295076	297343	+	slr1298	slr1298	SGL_RS03260	RS03260	FUSC family protein
SGL_RS03265	chromosome	297493	297888	-	psbU	sll1194	SGL_RS03265	RS03265	photosystem II complex extrinsic protein PsbU
NCR0140	chromosome	297994	298015	+	ncr0140	ncr0140	NA	NA	NCR0140-RNA
SGL_RS03270	chromosome	298083	298580	-	sll1193	sll1193	SGL_RS03270	RS03270	HNH endonuclease
SLL1193-AS2	chromosome	298153	298334	+	sll1193-as2	sll1193-as2	NA	NA	SLL1193-AS2-RNA
SLL1193-AS	chromosome	298193	298320	+	sll1193-as	sll1193-as	NA	NA	SLL1193-AS-RNA
SGL_RS20110	chromosome	298826	298957	-	SGL_RS20110	SGL_RS20110	NA	RS20110	hypothetical protein
SGL_RS03275	chromosome	299522	300883	+	slr1299	slr1299	SGL_RS03275	RS03275	UDP-glucose/GDP-mannose dehydrogenase family protein
SGL_RS03280	chromosome	301110	302354	+	slr1300	slr1300	SGL_RS03280	RS03280	FAD-dependent hydroxylase
SGL_RS03285	chromosome	302367	302789	-	crcB	sll1192	SGL_RS03285	RS03285	fluoride efflux transporter CrcB
SLL1191-AS	chromosome	302734	302879	+	sll1191-as	sll1191-as	NA	NA	SLL1191-AS-RNA
SGL_RS03290	chromosome	302786	303190	-	sll1191	sll1191	SGL_RS03290	RS03290	LapA family protein
SGL_RS03295	chromosome	303424	303621	+	ssr2153	ssr2153	SGL_RS03295	RS03295	hypothetical protein
SGL_RS03300	chromosome	303939	305546	+	hmpF	slr1301	SGL_RS03300	RS03300	pilus motility taxis protein HmpF
SGL_RS03305	chromosome	305595	306824	+	cupB	slr1302	SGL_RS03305	RS03305	CO2 hydration protein
SLR1302-AS	chromosome	305792	305874	-	slr1302-as	slr1302-as	NA	NA	SLR1302-AS-RNA
SGL_RS03310	chromosome	306844	308076	+	slr1303	slr1303	SGL_RS03310	RS03310	SUMF1/EgtB/PvdO family nonheme iron enzyme
SLR1303-AS	chromosome	307737	307806	-	slr1303-as	slr1303-as	NA	NA	SLR1303-AS-RNA
SGL_RS03315	chromosome	308114	309412	-	sll1189	sll1189	SGL_RS03315	RS03315	FAD-binding oxidoreductase
SGL_RS03320	chromosome	309649	312171	+	slr1305	slr1305	SGL_RS03320	RS03320	GGDEF and EAL domains-containing protein
SLR1305-AS	chromosome	310115	310185	-	slr1305-as	slr1305-as	NA	NA	SLR1305-AS-RNA
SGL_RS03325	chromosome	312294	313715	+	slr1306	slr1306	SGL_RS03325	RS03325	DUF697 domain-containing protein
SGL_RS03330	chromosome	313705	314199	-	sll1188	sll1188	SGL_RS03330	RS03330	cupin domain-containing protein
SGL_RS03335	chromosome	314255	315106	-	lgt	sll1187	SGL_RS03335	RS03335	prolipoprotein diacylglyceryl transferase
SGL_RS03340	chromosome	315134	315784	-	sll1186	sll1186	SGL_RS03340	RS03340	Uma2 family endonuclease
SGL_RS03345	chromosome	315882	316904	-	hemF	sll1185	SGL_RS03345	RS03345	oxygen-dependent coproporphyrinogen oxidase
SGL_RS03350	chromosome	317127	317849	-	pbsA1	sll1184	SGL_RS03350	RS03350 // ho1	heme oxygenase 1
SLL1184-AS	chromosome	317865	317954	+	sll1184-as	sll1184-as	NA	NA	SLL1184-AS-RNA
SGL_RS03355	chromosome	317984	318571	+	slr1307	slr1307	SGL_RS03355	RS03355	hypothetical protein
SLR1307-AS	chromosome	318507	318625	-	slr1307-as	slr1307-as	NA	NA	SLR1307-AS-RNA
SGL_RS03360	chromosome	318661	318897	+	rpmB	ssr1604	SGL_RS03360	RS03360 // rpl28	50S ribosomal protein L28
SSR1604-AS	chromosome	318784	318884	-	ssr1604-as	ssr1604-as	NA	NA	SSR1604-AS-RNA
SGL_RS03365	chromosome	319096	320529	+	slr0962	slr0962	SGL_RS03365	RS03365	Ycf66 family protein
SGL_RS03370	chromosome	320582	320655	+	SGL_RS03370	SGL_RS03370	NA	RS03370 // ST6803t04	tRNA-Pro
SGL_RS03375	chromosome	320785	321447	-	sll0943	sll0943	SGL_RS03375	RS03375	hypothetical protein
SLR0963-AS	chromosome	321649	321806	-	slr0963-as	slr0963-as	NA	NA	SLR0963-AS-RNA
SGL_RS03380	chromosome	321699	323606	+	sir	slr0963	SGL_RS03380	RS03380	assimilatory sulfite reductase (ferredoxin)
SLR0963-AS2	chromosome	321769	321798	-	slr0963-as2	slr0963-as2	NA	NA	SLR0963-AS2-RNA
SLR0963-AS3	chromosome	322548	322614	-	sir	slr0963-as3	NA	NA	sir
SGL_RS03385	chromosome	323805	324731	+	slr0964	slr0964	SGL_RS03385	RS03385	FTR1 family protein
SGL_RS03390	chromosome	324831	326006	+	dnaN	slr0965	SGL_RS03390	RS03390	DNA polymerase III subunit &beta;
SGL_RS03395	chromosome	326150	326944	+	trpA	slr0966	SGL_RS03395	RS03395	tryptophan synthase subunit alpha
SGL_RS03400	chromosome	327100	327552	+	slr0967	slr0967	SGL_RS03400	RS03400	pentapeptide repeat-containing protein
SGL_RS03405	chromosome	327604	327981	-	sll0939	sll0939	SGL_RS03405	RS03405	DUF1622 domain-containing protein
SGL_RS03410	chromosome	328006	329181	-	sll0938	sll0938	SGL_RS03410	RS03410	aminotransferase
SGL_RS03415	chromosome	329222	329521	-	ssl1792	ssl1792	SGL_RS03415	RS03415	SH3 domain-containing protein
SLL0936-AS	chromosome	329514	329590	+	sll0936-as	sll0936-as	NA	NA	SLL0936-AS-RNA
SGL_RS03420	chromosome	329555	331060	-	ubiD	sll0936	SGL_RS03420	RS03420	4-hydroxy-3-polyprenylbenzoate decarboxylase
SGL_RS03425	chromosome	331144	333027	+	cobJ/cbiH	slr0969	SGL_RS03425	RS03425	precorrin-3B C(17)-methyltransferase
SGL_RS03430	chromosome	333130	334485	+	slr0971	slr0971	SGL_RS03430	RS03430	DUF4335 domain-containing protein
SLR0971-AS	chromosome	333918	333981	-	slr0971-as	slr0971-as	NA	NA	SLR0971-AS-RNA
NCL0100	chromosome	334504	334543	-	ncl0100	ncl0100	NA	NA	NCL0100-RNA
SGL_RS03435	chromosome	334568	335623	-	ccmA	sll0934	SGL_RS03435	RS03435	carboxysome formation protein CcmA
NCL0110	chromosome	335695	335755	-	ncl0110	ncl0110	NA	NA	NCL0110-RNA
SGL_RS03440	chromosome	335819	336295	-	sll0933	sll0933	SGL_RS03440	RS03440	photosystem II assembly protein Sll0933
SGL_RS03445	chromosome	336313	336582	-	rpsO	ssl1784	SGL_RS03445	RS03445 // rps15	30S ribosomal protein S15
SGL_RS03450	chromosome	336747	337760	-	sll0932	sll0932	SGL_RS03450	RS03450	permease
SGL_RS03455	chromosome	337861	338331	-	sll0931	sll0931	SGL_RS03455	RS03455	tetratricopeptide repeat protein
SGL_RS03460	chromosome	338503	339063	-	sll0930	sll0930	SGL_RS03460	RS03460	hypothetical protein
SLL0930-AS2	chromosome	338688	338738	+	sll0930-as2	sll0930-as2	NA	NA	SLL0930-AS2-RNA
SLL0930-AS	chromosome	339054	339123	+	sll0930-as	sll0930-as	NA	NA	SLL0930-AS-RNA
SGL_RS03465	chromosome	339140	339625	-	apcD	sll0928	SGL_RS03465	RS03465	allophycocyanin subunit alpha-B
SLL0928-AS4	chromosome	339161	339185	+	sll0928-as4	sll0928-as4	NA	NA	SLL0928-AS4-RNA
